Year_Coll,num_samples,Borough_broad,neighb_code,Neighb_Name,epa_pb_lim,pct_1d_pb_over_epa,num_1d_pb_over_epa,max_1d_pb,min_1d_pb,avg_1d_pb,med_1d_pb,range_1d_pb,med_1d_pb_diff_epa,avg_1d_pb_diff_epa,pct_2d_pb_over_epa,max_2d_pb,min_2d_pb,avg_2d_pb,med_2d_pb,range_2d_pb,med_2d_pb_diff_epa,avg_2d_pb_diff_epa
2017,99,Manhattan,308,Greenwich Village - SoHo,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,1,0.034,0.000,0.0007070707070707072,0.0,0.034,-0.015,-0.014292929292929293
2018,83,Manhattan,308,Greenwich Village - SoHo,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.006,0.000,0.0003132530120481928,0.0,0.006,-0.015,-0.014686746987951806
2019,88,Manhattan,308,Greenwich Village - SoHo,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.011,0.000,0.0003977272727272727,0.0,0.011,-0.015,-0.014602272727272728
2020,71,Manhattan,308,Greenwich Village - SoHo,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.007,0.000,0.0003380281690140845,0.0,0.007,-0.015,-0.014661971830985915
2016,25,Bronx,106,High Bridge - Morrisania,0.015,100,25,0.117,0.019,0.02960000000000001,0.024,0.098,0.009000000000000001,0.014600000000000012,0,0.003,0.000,0.00012,0.0,0.003,-0.015,-0.014879999999999999
2017,26,Bronx,106,High Bridge - Morrisania,0.015,38,10,0.524,0.013,0.03465384615384616,0.015,0.511,0.0,0.01965384615384616,0,0.015,0.000,0.0005769230769230769,0.0,0.015,-0.015,-0.014423076923076922
2018,19,Bronx,106,High Bridge - Morrisania,0.015,0,0,0.013,0.010,0.011263157894736845,0.011,0.002999999999999999,-0.004,-0.0037368421052631547,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
2019,31,Bronx,106,High Bridge - Morrisania,0.015,6,2,0.154,0.008,0.014935483870967747,0.009,0.146,-0.006,-6.451612903225247e-05,0,0.005,0.000,0.0001935483870967742,0.0,0.005,-0.015,-0.014806451612903225
2020,20,Bronx,106,High Bridge - Morrisania,0.015,15,3,0.125,0.007,0.01895,0.007,0.118,-0.008,0.003950000000000002,0,0.004,0.000,0.00035,0.0,0.004,-0.015,-0.01465
2016,18,Bronx,107,Hunts Point - Mott Haven,0.015,100,18,0.947,0.019,0.09338888888888888,0.032,0.9279999999999999,0.017,0.07838888888888888,5,0.018,0.000,0.0015,0.0,0.018,-0.015,-0.0135
2017,16,Bronx,107,Hunts Point - Mott Haven,0.015,25,4,0.018,0.013,0.014687500000000003,0.014499999999999999,0.004999999999999999,-0.0005000000000000004,-0.0003124999999999968,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
2018,17,Bronx,107,Hunts Point - Mott Haven,0.015,5,1,0.082,0.010,0.015058823529411769,0.011,0.07200000000000001,-0.004,5.8823529411769146e-05,0,0.002,0.000,0.00011764705882352942,0.0,0.002,-0.015,-0.01488235294117647
2019,18,Bronx,107,Hunts Point - Mott Haven,0.015,22,4,0.206,0.008,0.036722222222222226,0.0085,0.19799999999999998,-0.006499999999999999,0.021722222222222226,0,0.008,0.000,0.001,0.0,0.008,-0.015,-0.013999999999999999
2020,13,Bronx,107,Hunts Point - Mott Haven,0.015,0,0,0.008,0.007,0.00730769230769231,0.007,0.001,-0.008,-0.007692307692307689,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
2014,11,Queens,408,Jamaica,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,9,0.017,,0.0020909090909090908,0.0,0.017,-0.015,-0.012909090909090908
2015,12,Queens,408,Jamaica,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,16,0.019,0.000,0.0033333333333333335,0.0,0.019,-0.015,-0.011666666666666665
2016,51,Queens,408,Jamaica,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.009,0.000,0.0007058823529411764,0.0,0.009,-0.015,-0.014294117647058823
2017,43,Queens,408,Jamaica,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,0.052,0.000,0.0013488372093023256,0.0,0.052,-0.015,-0.013651162790697674
2018,38,Queens,408,Jamaica,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.003,0.000,0.0002368421052631579,0.0,0.003,-0.015,-0.014763157894736841
2019,79,Queens,408,Jamaica,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,0.042,0.000,0.0013291139240506334,0.0,0.042,-0.015,-0.013670886075949367
2020,81,Queens,408,Jamaica,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,1.721,0.000,0.022580246913580248,0.0,1.721,-0.015,0.0075802469135802485
2015,11,Bronx,101,Kingsbridge - Riverdale,0.015,100,11,1.395,0.039,0.17218181818181819,0.046,1.356,0.031,0.1571818181818182,9,0.022,0.000,0.002181818181818182,0.0,0.022,-0.015,-0.012818181818181817
2016,59,Bronx,101,Kingsbridge - Riverdale,0.015,100,59,0.566,0.019,0.048610169491525405,0.028,0.5469999999999999,0.013000000000000001,0.033610169491525406,1,0.016,0.000,0.0006779661016949154,0.0,0.016,-0.015,-0.014322033898305084
2017,33,Bronx,101,Kingsbridge - Riverdale,0.015,54,18,0.327,0.013,0.03727272727272727,0.016,0.314,0.0010000000000000009,0.02227272727272727,0,0.010,0.000,0.000696969696969697,0.0,0.01,-0.015,-0.014303030303030302
2018,66,Bronx,101,Kingsbridge - Riverdale,0.015,10,7,2.826,0.010,0.06892424242424239,0.011,2.8160000000000003,-0.004,0.05392424242424239,1,0.028,0.000,0.0009545454545454546,0.0,0.028,-0.015,-0.014045454545454545
2019,48,Bronx,101,Kingsbridge - Riverdale,0.015,4,2,0.061,0.008,0.010687500000000004,0.008,0.053,-0.006999999999999999,-0.004312499999999995,0,0.001,0.000,4.1666666666666665e-05,0.0,0.001,-0.015,-0.014958333333333332
2020,30,Bronx,101,Kingsbridge - Riverdale,0.015,10,3,0.286,0.007,0.020333333333333335,0.007,0.27899999999999997,-0.008,0.005333333333333336,0,0.010,0.000,0.0004333333333333333,0.0,0.01,-0.015,-0.014566666666666665
2014,38,Queens,401,Long Island City - Astoria,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,13,0.039,,0.004052631578947369,0.0,0.039,-0.015,-0.01094736842105263
2015,50,Queens,401,Long Island City - Astoria,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,0.031,0.000,0.0016400000000000004,0.0,0.031,-0.015,-0.013359999999999999
2016,235,Queens,401,Long Island City - Astoria,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,4,0.041,0.000,0.001685106382978724,0.0,0.041,-0.015,-0.013314893617021276
2017,150,Queens,401,Long Island City - Astoria,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.036,0.000,0.0007866666666666669,0.0,0.036,-0.015,-0.014213333333333333
2018,165,Queens,401,Long Island City - Astoria,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,1,0.029,0.000,0.0010848484848484852,0.0,0.029,-0.015,-0.013915151515151514
2019,165,Queens,401,Long Island City - Astoria,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,1,2.420,0.000,0.015612121212121199,0.0,2.42,-0.015,0.0006121212121211993
2020,203,Queens,401,Long Island City - Astoria,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,0.061,0.000,0.0016059113300492616,0.0,0.061,-0.015,-0.013394088669950737
2015,12,Manhattan,310,Lower Manhattan,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
2016,56,Manhattan,310,Lower Manhattan,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.001,0.000,1.785714285714286e-05,0.0,0.001,-0.015,-0.014982142857142857
2017,47,Manhattan,310,Lower Manhattan,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.006,0.000,0.00029787234042553197,0.0,0.006,-0.015,-0.014702127659574467
2018,22,Manhattan,310,Lower Manhattan,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.002,0.000,9.090909090909092e-05,0.0,0.002,-0.015,-0.014909090909090908
2019,32,Manhattan,310,Lower Manhattan,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.010,0.000,0.000375,0.0,0.01,-0.015,-0.014624999999999999
2020,37,Manhattan,310,Lower Manhattan,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.002,0.000,5.4054054054054054e-05,0.0,0.002,-0.015,-0.014945945945945945
2014,10,Bronx,102,Northeast Bronx,0.015,100,10,9.655,0.049,1.2178,0.0525,9.606,0.0375,1.2028,20,0.054,0.000,0.0081,0.0,0.054,-0.015,-0.0069
2015,19,Bronx,102,Northeast Bronx,0.015,100,19,6.182,0.039,0.45426315789473665,0.044,6.143000000000001,0.028999999999999998,0.43926315789473663,15,0.045,0.000,0.005157894736842105,0.0,0.045,-0.015,-0.009842105263157895
2016,73,Bronx,102,Northeast Bronx,0.015,100,73,0.333,0.019,0.042630136986301366,0.025,0.314,0.010000000000000002,0.027630136986301367,0,0.010,0.000,0.0005753424657534248,0.0,0.01,-0.015,-0.014424657534246575
2017,28,Bronx,102,Northeast Bronx,0.015,46,13,0.137,0.013,0.024821428571428578,0.015,0.12400000000000001,0.0,0.009821428571428578,0,0.004,0.000,0.00025,0.0,0.004,-0.015,-0.01475
2018,49,Bronx,102,Northeast Bronx,0.015,8,4,0.742,0.010,0.036408163265306104,0.011,0.732,-0.004,0.021408163265306104,2,0.018,0.000,0.0006938775510204082,0.0,0.018,-0.015,-0.01430612244897959
2019,22,Bronx,102,Northeast Bronx,0.015,9,2,0.496,0.008,0.04372727272727273,0.009,0.488,-0.006,0.028727272727272733,0,0.015,0.000,0.0011363636363636365,0.0,0.015,-0.015,-0.013863636363636363
2020,31,Bronx,102,Northeast Bronx,0.015,22,7,0.378,0.007,0.0317741935483871,0.007,0.371,-0.008,0.0167741935483871,0,0.013,0.000,0.0007741935483870968,0.0,0.013,-0.015,-0.014225806451612902
2014,16,Bronx,104,Pelham - Throgs Neck,0.015,100,16,5.508,0.048,0.6615625,0.062,5.46,0.047,0.6465625,12,0.039,0.000,0.006125000000000001,0.0005,0.039,-0.014499999999999999,-0.008874999999999997
2015,14,Bronx,104,Pelham - Throgs Neck,0.015,100,14,0.191,0.039,0.08899999999999998,0.0585,0.152,0.043500000000000004,0.07399999999999998,0,0.007,0.000,0.0019285714285714288,0.0005,0.007,-0.014499999999999999,-0.01307142857142857
2016,76,Bronx,104,Pelham - Throgs Neck,0.015,100,76,0.476,0.019,0.060947368421052625,0.0295,0.45699999999999996,0.014499999999999999,0.045947368421052626,0,0.013,0.000,0.0011973684210526319,0.0,0.013,-0.015,-0.013802631578947368
2017,58,Bronx,104,Pelham - Throgs Neck,0.015,58,34,0.247,0.013,0.044224137931034455,0.016,0.23399999999999999,0.0010000000000000009,0.029224137931034455,0,0.009,0.000,0.001017241379310345,0.0,0.009,-0.015,-0.013982758620689654
2018,50,Bronx,104,Pelham - Throgs Neck,0.015,20,10,1.249,0.010,0.07167999999999995,0.011,1.239,-0.004,0.05667999999999995,4,0.021,0.000,0.0013,0.0,0.021,-0.015,-0.0137
2019,68,Bronx,104,Pelham - Throgs Neck,0.015,25,17,5.924,0.008,0.1208823529411764,0.009,5.916,-0.006,0.1058823529411764,1,0.041,0.000,0.0014411764705882357,0.0,0.041,-0.015,-0.013558823529411764
2020,60,Bronx,104,Pelham - Throgs Neck,0.015,18,11,0.675,0.007,0.055850000000000045,0.007,0.668,-0.008,0.040850000000000046,3,0.018,0.000,0.0015166666666666668,0.0,0.018,-0.015,-0.013483333333333333
2016,22,Staten Island,501,Port Richmond,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,13,0.131,,0.011272727272727273,0.0,0.131,-0.015,-0.0037272727272727266
2017,21,Staten Island,501,Port Richmond,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,9,0.030,0.000,0.002523809523809524,0.0,0.03,-0.015,-0.012476190476190476
2018,24,Staten Island,501,Port Richmond,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.003,0.000,0.0003333333333333333,0.0,0.003,-0.015,-0.014666666666666666
2019,14,Staten Island,501,Port Richmond,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.015,0.000,0.0012142857142857144,0.0,0.015,-0.015,-0.013785714285714285
2020,16,Staten Island,501,Port Richmond,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.009,0.000,0.0006249999999999999,0.0,0.009,-0.015,-0.014374999999999999
2014,45,Queens,405,Ridgewood - Forest Hills,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,20,0.066,0.000,0.0074888888888888895,0.0,0.066,-0.015,-0.00751111111111111
2015,45,Queens,405,Ridgewood - Forest Hills,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,11,0.040,0.000,0.004333333333333335,0.0,0.04,-0.015,-0.010666666666666665
2016,187,Queens,405,Ridgewood - Forest Hills,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,5,0.573,0.000,0.005299465240641713,0.0,0.573,-0.015,-0.009700534759358287
2017,126,Queens,405,Ridgewood - Forest Hills,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.041,0.000,0.0018650793650793653,0.0,0.041,-0.015,-0.013134920634920635
2018,257,Queens,405,Ridgewood - Forest Hills,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.690,0.000,0.0045797665369649715,0.0,0.69,-0.015,-0.010420233463035028
2019,192,Queens,405,Ridgewood - Forest Hills,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.037,0.000,0.0015000000000000005,0.0,0.037,-0.015,-0.013499999999999998
2020,151,Queens,405,Ridgewood - Forest Hills,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.037,0.000,0.001874172185430464,0.0,0.037,-0.015,-0.013125827814569535
2015,10,Queens,410,Rockaway,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,10,0.065,0.000,0.0071,0.0,0.065,-0.015,-0.007899999999999999
2016,16,Queens,410,Rockaway,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015
2017,23,Queens,410,Rockaway,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.011,0.000,0.0009130434782608695,0.0,0.011,-0.015,-0.01408695652173913
2018,24,Queens,410,Rockaway,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.011,0.000,0.0008333333333333334,0.0,0.011,-0.015,-0.014166666666666666
2019,32,Queens,410,Rockaway,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.043,0.000,0.0022812500000000003,0.0,0.043,-0.015,-0.01271875
2020,19,Queens,410,Rockaway,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.005,0.000,0.0002631578947368421,0.0,0.005,-0.015,-0.014736842105263158
2015,12,Staten Island,504,South Beach - Tottenville,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.002,0.000,0.00016666666666666666,0.0,0.002,-0.015,-0.014833333333333332
2016,58,Staten Island,504,South Beach - Tottenville,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.158,0.000,0.003172413793103448,0.0,0.158,-0.015,-0.011827586206896551
2017,37,Staten Island,504,South Beach - Tottenville,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,0.057,0.000,0.001675675675675676,0.0,0.057,-0.015,-0.013324324324324323
2018,77,Staten Island,504,South Beach - Tottenville,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,0.069,0.000,0.0016883116883116887,0.0,0.069,-0.015,-0.013311688311688311
2019,60,Staten Island,504,South Beach - Tottenville,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.013,,0.0005,0.0,0.013,-0.015,-0.014499999999999999
2020,28,Staten Island,504,South Beach - Tottenville,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.006,,0.00035714285714285714,0.0,0.006,-0.015,-0.014642857142857141
2016,52,Queens,409,Southeast Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.028,0.000,0.0017115384615384614,0.0,0.028,-0.015,-0.013288461538461537
2017,40,Queens,409,Southeast Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,5,0.061,0.000,0.0038500000000000006,0.0,0.061,-0.015,-0.011149999999999998
2018,37,Queens,409,Southeast Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,5,0.017,0.000,0.0022972972972972977,0.0,0.017,-0.015,-0.012702702702702701
2019,58,Queens,409,Southeast Queens,0.015,0,0,0.000,,0.0,0.0,0.0,-0.015,-0.015,0,0.011,0.000,0.001206896551724138,0.0,0.011,-0.015,-0.013793103448275862
2020,49,Queens,409,Southeast Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,6,0.059,0.000,0.0030816326530612244,0.0,0.059,-0.015,-0.011918367346938775
2014,12,Queens,407,Southwest Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.013,,0.002,0.0,0.013,-0.015,-0.013
2015,11,Queens,407,Southwest Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.001,0.000,9.090909090909092e-05,0.0,0.001,-0.015,-0.014909090909090908
2016,73,Queens,407,Southwest Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,0.021,0.000,0.0017123287671232876,0.0,0.021,-0.015,-0.013287671232876712
2017,44,Queens,407,Southwest Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.008,0.000,0.0006818181818181818,0.0,0.008,-0.015,-0.014318181818181818
2018,58,Queens,407,Southwest Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.003,0.000,0.00018965517241379312,0.0,0.003,-0.015,-0.014810344827586206
2019,83,Queens,407,Southwest Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,2,0.021,0.000,0.0010481927710843375,0.0,0.021,-0.015,-0.013951807228915663
2020,71,Queens,407,Southwest Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,1,0.029,0.000,0.0008732394366197184,0.0,0.029,-0.015,-0.01412676056338028
2014,10,Staten Island,502,Stapleton - St. George,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.001,0.000,0.0002,0.0,0.001,-0.015,-0.014799999999999999
2016,52,Staten Island,502,Stapleton - St. George,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.008,0.000,0.0006346153846153846,0.0,0.008,-0.015,-0.014365384615384615
2017,27,Staten Island,502,Stapleton - St. George,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.001,0.000,3.7037037037037037e-05,0.0,0.001,-0.015,-0.014962962962962963
2018,50,Staten Island,502,Stapleton - St. George,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,6,0.024,0.000,0.0017400000000000002,0.0,0.024,-0.015,-0.01326
2019,41,Staten Island,502,Stapleton - St. George,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.002,0.000,0.0001951219512195122,0.0,0.002,-0.015,-0.014804878048780487
2020,29,Staten Island,502,Stapleton - St. George,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.006,0.000,0.0003448275862068966,0.0,0.006,-0.015,-0.014655172413793103
2014,10,Brooklyn,205,Sunset Park,0.015,0,0,0.006,0.003,0.0038000000000000004,0.003,0.003,-0.012,-0.011199999999999998,10,0.017,0.000,0.0033,0.0,0.017,-0.015,-0.011699999999999999
2016,57,Brooklyn,205,Sunset Park,0.015,0,0,0.006,0.001,0.002526315789473686,0.002,0.005,-0.013,-0.012473684210526314,1,0.020,0.000,0.0014210526315789477,0.0,0.02,-0.015,-0.013578947368421052
2017,34,Brooklyn,205,Sunset Park,0.015,0,0,0.006,0.001,0.001352941176470589,0.001,0.005,-0.013999999999999999,-0.01364705882352941,2,0.019,0.000,0.0008235294117647059,0.0,0.019,-0.015,-0.014176470588235294
2018,54,Brooklyn,205,Sunset Park,0.015,0,0,0.004,0.000,0.0007962962962962968,0.001,0.004,-0.013999999999999999,-0.014203703703703703,0,0.003,0.000,0.00014814814814814815,0.0,0.003,-0.015,-0.01485185185185185
2019,67,Brooklyn,205,Sunset Park,0.015,0,0,0.007,0.000,0.0010746268656716424,0.0,0.007,-0.015,-0.013925373134328357,4,0.038,0.000,0.0021641791044776123,0.0,0.038,-0.015,-0.012835820895522387
2020,38,Brooklyn,205,Sunset Park,0.015,0,0,0.006,0.000,0.0005263157894736842,0.0,0.006,-0.015,-0.014473684210526316,0,0.015,0.000,0.0007894736842105264,0.0,0.015,-0.015,-0.014210526315789474
2014,30,Manhattan,309,Union Square - Lower East Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.010,0.000,0.0006666666666666666,0.0,0.01,-0.015,-0.014333333333333333
2015,25,Manhattan,309,Union Square - Lower East Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.001,0.000,4e-05,0.0,0.001,-0.015,-0.01496
2016,224,Manhattan,309,Union Square - Lower East Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.279,0.000,0.0013750000000000001,0.0,0.279,-0.015,-0.013625
2017,134,Manhattan,309,Union Square - Lower East Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.032,0.000,0.0005,0.0,0.032,-0.015,-0.014499999999999999
2018,123,Manhattan,309,Union Square - Lower East Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.046,0.000,0.0005853658536585366,0.0,0.046,-0.015,-0.014414634146341462
2019,131,Manhattan,309,Union Square - Lower East Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.023,0.000,0.0003435114503816795,0.0,0.023,-0.015,-0.01465648854961832
2020,112,Manhattan,309,Union Square - Lower East Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.007,0.000,0.00012500000000000003,0.0,0.007,-0.015,-0.014875
2014,40,Manhattan,305,Upper East Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.006,0.000,0.0004,0.0,0.006,-0.015,-0.0146
2015,27,Manhattan,305,Upper East Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.008,0.000,0.0002962962962962963,0.0,0.008,-0.015,-0.014703703703703703
2016,165,Manhattan,305,Upper East Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.011,0.000,0.00021212121212121215,0.0,0.011,-0.015,-0.014787878787878787
2017,130,Manhattan,305,Upper East Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.018,0.000,0.0004307692307692308,0.0,0.018,-0.015,-0.014569230769230768
2018,103,Manhattan,305,Upper East Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.004,0.000,0.00013592233009708738,0.0,0.004,-0.015,-0.014864077669902913
2019,107,Manhattan,305,Upper East Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.010,0.000,0.000383177570093458,0.0,0.01,-0.015,-0.01461682242990654
2020,82,Manhattan,305,Upper East Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.003,0.000,7.317073170731707e-05,0.0,0.003,-0.015,-0.014926829268292682
2014,75,Manhattan,304,Upper West Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,1,0.047,0.000,0.0009866666666666667,0.0,0.047,-0.015,-0.014013333333333333
2015,59,Manhattan,304,Upper West Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.002,0.000,8.474576271186441e-05,0.0,0.002,-0.015,-0.014915254237288135
2016,417,Manhattan,304,Upper West Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,1,0.075,,0.0007793764988009592,0.0,0.075,-0.015,-0.01422062350119904
2017,224,Manhattan,304,Upper West Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.093,0.000,0.0006651785714285716,0.0,0.093,-0.015,-0.014334821428571428
2018,229,Manhattan,304,Upper West Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.021,0.000,0.0003973799126637556,0.0,0.021,-0.015,-0.014602620087336244
2019,237,Manhattan,304,Upper West Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.003,0.000,0.00013080168776371314,0.0,0.003,-0.015,-0.014869198312236286
2020,188,Manhattan,304,Upper West Side,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,1,0.061,0.000,0.0006010638297872341,0.0,0.061,-0.015,-0.014398936170212765
2014,31,Manhattan,301,Washington Heights - Inwood,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.001,0.000,9.67741935483871e-05,0.0,0.001,-0.015,-0.014903225806451613
2015,28,Manhattan,301,Washington Heights - Inwood,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,3,0.023,0.000,0.001107142857142857,0.0,0.023,-0.015,-0.013892857142857143
2016,216,Manhattan,301,Washington Heights - Inwood,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.009,,7.407407407407407e-05,0.0,0.009,-0.015,-0.014925925925925926
2017,174,Manhattan,301,Washington Heights - Inwood,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.007,0.000,0.00015517241379310349,0.0,0.007,-0.015,-0.014844827586206895
2018,136,Manhattan,301,Washington Heights - Inwood,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.015,0.000,0.00025,0.0,0.015,-0.015,-0.01475
2019,155,Manhattan,301,Washington Heights - Inwood,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.012,0.000,0.0002903225806451613,0.0,0.012,-0.015,-0.014709677419354838
2020,108,Manhattan,301,Washington Heights - Inwood,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,0,0.004,0.000,0.00011111111111111112,0.0,0.004,-0.015,-0.014888888888888889
2014,37,Queens,402,West Queens,0.015,0,0,0.000,0.000,0.0,0.0,0.0,-0.015,-0.015,5,0.036,0.000,0.0030270270270270276,0.0,0.036,-0.015,-0.011972972972972971
